probe_id,country,asn,samples,rtt_min,rtt_median,rtt_p95,jitter_iqr,loss_pct,distance_km,min_rtt_ms,inflation
7749,RU,212183,221,120.33,124.5,126.16,0.22,78.12,435.2,4.36,27.63
7453,AM,51225,1080,115.64,120.18,128.18,9.82,0.0,443.7,4.44,26.04
7778,GE,49628,1062,113.54,123.63,124.55,0.21,1.39,613.5,6.14,18.49
6582,IR,48715,1038,109.93,113.15,116.84,0.47,0.0,660.4,6.61,16.63
7665,LB,399728,1051,134.1,136.07,156.25,9.39,1.31,807.5,8.08,16.59
6933,RU,207423,1080,132.95,137.11,138.07,0.59,0.0,807.1,8.08,16.46
7644,IR,39650,1008,103.48,108.58,112.51,0.56,0.0,661.1,6.62,15.64
7027,IR,59441,1052,104.39,114.83,176.08,1.72,1.03,669.8,6.7,15.57
7198,AE,31713,1074,242.79,247.25,247.79,0.15,0.0,1640.7,16.42,14.79
6664,IL,202422,1071,138.8,140.32,141.33,0.4,0.09,959.7,9.6,14.45
6505,GE,16010,1077,84.37,89.43,91.37,0.62,0.0,612.6,6.13,13.76
6994,AE,57187,1077,189.5,193.72,194.72,0.24,0.0,1640.0,16.41,11.55
6392,AE,42473,1077,187.17,191.4,193.37,0.29,0.0,1640.1,16.41,11.4
6962,AE,15802,1076,185.39,189.63,190.51,0.12,0.0,1640.0,16.41,11.3
6616,SA,47794,1074,144.54,144.83,145.6,0.23,0.28,1302.5,13.03,11.09
7009,SA,208520,1074,141.15,142.54,143.24,0.23,0.0,1304.9,13.06,10.81
7047,AE,15412,1076,176.92,181.04,182.68,0.17,0.0,1639.8,16.41,10.78
7420,AE,215024,1063,170.33,177.83,178.76,0.15,0.47,1635.6,16.37,10.41
6747,KZ,48503,1080,140.76,144.93,145.8,0.14,0.0,1373.9,13.75,10.24
7278,AF,138322,1076,213.98,220.12,228.59,0.83,0.0,2286.8,22.88,9.35
6944,AE,16552,1074,156.96,186.02,272.46,7.54,0.0,1704.6,17.06,9.2
6431,SA,50999,1080,147.88,148.07,148.39,0.16,0.0,1619.5,16.21,9.12
6798,AE,36236,1080,136.42,136.74,165.35,0.23,0.0,1627.7,16.29,8.38
6619,UA,12773,1077,115.16,118.75,119.48,0.97,0.0,1402.5,14.03,8.21
6756,KZ,48503,1080,163.76,166.78,170.64,0.22,0.0,2043.8,20.45,8.01
7375,IN,138800,1051,223.15,223.92,233.04,7.41,1.22,2791.6,27.94,7.99
6508,IR,58224,1071,111.7,119.74,193.71,1.43,0.37,1398.2,13.99,7.98
7638,TJ,51346,1065,172.69,187.54,284.95,13.55,0.75,2197.4,21.99,7.85
6754,KZ,48503,1077,136.28,143.39,147.34,2.61,0.28,1765.9,17.67,7.71
7123,UA,202619,1077,109.23,114.47,121.6,1.0,0.0,1423.7,14.25,7.67
7710,TR,48678,1077,103.99,108.15,109.87,0.13,0.0,1379.0,13.8,7.54
7684,KZ,197556,1077,140.4,143.51,152.98,0.41,0.0,1884.4,18.86,7.45
7425,TJ,204106,1070,160.27,178.96,184.46,5.92,0.0,2199.1,22.01,7.28
6759,KZ,48503,1077,166.81,167.67,169.52,0.5,0.0,2294.1,22.96,7.27
7736,KZ,21299,1074,137.09,140.68,142.97,0.53,0.0,1885.6,18.87,7.27
6997,TR,202536,736,96.82,101.21,102.72,0.3,26.62,1333.9,13.35,7.25
6746,KZ,48503,1077,133.83,139.51,142.62,3.37,0.0,1886.1,18.87,7.09
7764,PK,17557,265,200.78,205.36,215.75,2.56,75.3,2844.9,28.47,7.05
7777,GR,15544,1080,122.86,124.65,126.53,1.76,0.0,1792.8,17.94,6.85
7613,PK,152605,1072,194.14,207.87,215.31,1.47,0.0,2837.0,28.39,6.84
7737,KZ,21299,1080,128.95,131.92,136.07,0.17,0.0,1884.4,18.86,6.84
7658,KZ,21299,1074,114.18,117.85,122.15,0.31,0.0,1768.4,17.7,6.45
7744,KZ,197556,1061,144.44,148.35,223.07,1.1,0.66,2293.3,22.95,6.29
6930,UA,42905,1074,99.11,99.84,100.73,0.2,0.0,1584.8,15.86,6.25
6829,UA,3326,1074,96.1,100.33,101.13,0.23,0.0,1543.9,15.45,6.22
6752,KZ,48503,1080,151.12,156.13,163.39,2.08,0.0,2447.7,24.49,6.17
6953,IN,16552,1074,198.0,201.89,218.45,3.06,0.0,3218.2,32.2,6.15
6954,IN,16552,1074,207.63,216.9,217.36,0.13,0.0,3402.3,34.05,6.1
6755,KZ,48503,1077,165.75,169.2,169.59,0.16,0.0,2776.1,27.78,5.97
7126,TH,137566,1074,370.7,371.6,373.95,0.83,0.0,6215.4,62.2,5.96
7369,KE,328977,1069,247.41,250.3,251.12,0.16,0.0,4240.6,42.43,5.83
6380,GH,30997,1080,326.79,327.5,328.7,0.35,0.0,5639.3,56.43,5.79
6745,KZ,48503,1080,158.12,161.73,164.89,0.66,0.0,2732.1,27.34,5.78
6414,UA,3236,1074,89.45,93.62,94.5,0.16,0.0,1553.7,15.55,5.75
7342,KG,61399,1071,155.63,161.7,192.58,2.16,0.46,2707.8,27.1,5.74
7294,TR,208972,1080,59.09,62.03,62.56,0.1,0.0,1039.2,10.4,5.68
6358,UG,328998,1076,233.42,233.74,234.33,0.2,0.0,4165.3,41.68,5.6
6730,KZ,48503,1077,160.94,166.91,169.78,4.44,0.0,2897.1,28.99,5.55
7670,NP,153566,1065,220.14,225.39,239.99,5.01,1.11,3980.0,39.83,5.53
7636,KZ,21299,1077,159.23,162.19,166.03,0.29,0.0,2902.9,29.05,5.48
6583,RU,20764,1080,121.65,121.8,122.03,0.15,0.0,2224.3,22.26,5.47
6841,GR,199399,1044,98.59,100.06,100.52,0.25,1.14,1803.3,18.05,5.46
7785,KG,207369,402,147.73,153.31,154.87,2.16,0.0,2708.0,27.1,5.45
7615,KZ,197556,1069,157.56,160.81,168.68,0.43,0.28,2895.7,28.98,5.44
7219,SG,37468,1077,389.73,390.3,401.05,2.21,0.19,7242.6,72.48,5.38
7734,KZ,9198,1074,155.13,155.73,156.76,0.15,0.0,2901.5,29.03,5.34
7735,KZ,9198,1073,145.39,150.64,190.45,2.14,0.0,2732.7,27.35,5.32
7674,IN,149251,1069,181.29,182.5,197.27,0.79,0.37,3408.7,34.11,5.31
6881,KZ,41798,1074,153.64,157.9,161.73,0.45,0.0,2901.7,29.04,5.29
6852,UA,41009,1077,87.76,92.99,93.84,0.12,0.0,1665.8,16.67,5.26
7655,KZ,197556,1080,145.46,153.07,154.35,0.71,0.0,2778.5,27.8,5.23
6757,KZ,48503,1080,163.49,166.93,167.95,1.22,0.0,3131.3,31.33,5.22
6758,KZ,48503,1077,170.69,175.0,175.93,0.32,0.0,3283.4,32.86,5.2
7639,KZ,21299,1080,144.44,147.93,151.93,0.26,0.0,2777.9,27.8,5.2
7752,IN,136308,1079,208.38,215.08,239.73,15.48,0.0,4024.9,40.28,5.17
7050,CM,328913,1027,258.16,261.36,262.33,0.29,0.1,5006.1,50.1,5.15
7418,UA,6768,1077,98.51,98.7,98.88,0.11,0.0,1914.0,19.15,5.14
6326,UA,13032,1077,97.77,98.38,99.06,0.24,0.0,1910.1,19.11,5.12
7743,KZ,197556,1074,139.9,143.84,148.3,0.55,0.0,2732.7,27.35,5.12
6417,RO,48112,1076,89.14,92.73,94.83,0.72,0.0,1764.3,17.66,5.05
7634,KE,207113,1077,207.84,212.29,255.64,3.25,0.0,4117.9,41.21,5.04
7532,DJ,30990,1076,137.62,139.72,161.83,1.17,0.09,2747.2,27.49,5.01
7531,DJ,30990,1075,137.51,139.59,159.52,1.04,0.09,2747.3,27.49,5.0
7606,UA,62206,1074,82.65,85.62,85.91,0.15,0.19,1650.9,16.52,5.0
7596,LK,38229,1077,242.71,242.92,248.86,0.21,0.0,4883.0,48.86,4.97
7140,RU,49675,1077,110.11,114.7,115.85,0.47,0.0,2219.6,22.21,4.96
7168,RU,201800,1077,108.46,112.85,113.87,0.27,0.0,2204.0,22.06,4.92
7405,IN,152533,1074,197.69,202.74,334.72,2.55,0.19,4011.3,40.14,4.92
7646,NL,216107,1079,171.55,178.19,179.06,0.16,0.09,3531.1,35.34,4.86
6893,BG,198127,1026,88.88,93.55,94.65,0.41,0.0,1831.0,18.32,4.85
6402,BG,31287,1080,92.11,94.02,94.78,0.19,0.0,1902.4,19.04,4.84
6526,RU,29114,1074,112.0,116.95,122.83,1.97,0.0,2318.6,23.2,4.83
7115,MV,7642,1076,224.7,227.7,229.86,0.35,0.0,4669.4,46.73,4.81
7277,IN,9829,1076,222.87,231.4,247.51,1.64,0.28,4627.3,46.31,4.81
7686,RO,57050,1074,84.81,85.39,86.02,0.48,0.0,1765.7,17.67,4.8
7481,TW,131151,1076,350.5,352.63,353.03,0.14,0.09,7332.3,73.37,4.78
7763,KR,209710,1068,341.35,358.37,366.17,1.35,0.56,7138.5,71.43,4.78
7362,ZA,328964,1071,335.3,344.11,360.75,9.16,0.28,7131.6,71.37,4.7
7675,KR,209710,1064,332.99,354.6,358.19,1.53,0.09,7117.1,71.22,4.68
6792,KR,20473,1077,332.16,350.26,350.57,0.14,0.0,7107.1,71.12,4.67
6844,UA,3326,1074,89.51,93.64,95.27,0.11,0.0,1916.8,19.18,4.67
7209,KZ,21282,1073,153.55,156.16,160.07,0.79,0.09,3283.6,32.86,4.67
6845,BG,198228,1077,77.49,77.75,78.03,0.17,0.0,1666.4,16.68,4.65
6896,BG,8866,1077,88.32,92.49,95.17,0.16,0.0,1909.1,19.1,4.62
7537,BG,45839,1080,87.72,93.62,95.09,3.97,0.0,1909.6,19.11,4.59
6335,RU,47764,1080,101.85,106.59,107.54,2.89,0.0,2223.9,22.25,4.58
7569,MD,60602,1073,79.48,80.53,82.74,0.1,0.28,1732.4,17.34,4.58
7165,RU,208398,1077,101.23,104.14,104.98,0.17,0.0,2213.5,22.15,4.57
7172,KR,31713,1073,326.0,326.18,343.89,0.58,0.09,7122.8,71.28,4.57
7595,LK,151197,1077,222.82,226.07,228.92,0.68,0.0,4884.5,48.88,4.56
7754,RO,56951,1074,93.53,98.26,101.24,0.34,0.56,2054.6,20.56,4.55
7207,MU,328699,1076,292.75,294.16,295.65,0.31,0.09,6439.1,64.44,4.54
7213,RS,13303,1077,92.78,93.04,93.44,0.15,0.0,2039.9,20.41,4.54
6882,KE,37578,1058,192.09,195.79,243.36,3.37,0.84,4242.3,42.45,4.52
6968,IN,14061,1076,191.22,196.79,197.76,0.25,0.0,4230.7,42.34,4.52
7150,TR,208972,1076,63.8,66.87,67.88,0.27,0.0,1418.3,14.19,4.5
6753,KZ,48503,1080,154.27,158.59,159.58,0.38,0.0,3436.8,34.39,4.49
7371,UA,210490,1074,97.45,97.71,98.18,0.13,0.0,2171.8,21.73,4.48
7351,RO,52023,1077,77.9,78.1,78.28,0.12,0.0,1764.5,17.66,4.41
6733,RU,8985,1077,97.72,103.05,103.86,0.2,0.0,2230.4,22.32,4.38
6429,TR,48292,1073,60.86,64.06,65.1,0.4,0.19,1396.5,13.97,4.36
7464,GR,51392,1076,78.26,79.32,81.39,0.08,0.0,1801.5,18.03,4.34
7269,IN,45117,1076,191.97,196.19,197.12,0.3,0.0,4435.6,44.39,4.32
6905,TH,59238,1076,264.22,289.1,295.13,1.2,0.0,6122.0,61.26,4.31
7066,RU,49558,1080,103.42,107.76,114.91,0.32,0.0,2399.4,24.01,4.31
7401,TZ,327844,1077,206.01,207.39,208.13,0.21,0.0,4813.4,48.17,4.28
7239,AO,37468,1071,254.73,255.95,257.99,0.26,0.28,5965.7,59.7,4.27
7373,TR,205961,1050,60.17,63.08,64.69,0.34,0.47,1406.8,14.08,4.27
7622,PH,141013,1075,338.41,344.52,406.76,18.22,0.09,7927.3,79.33,4.27
7629,NG,328585,1074,189.92,197.57,218.38,7.03,0.09,4446.7,44.5,4.27
6641,KR,202422,1074,299.98,301.62,323.4,1.1,0.0,7111.2,71.16,4.22
6741,GR,56457,1077,76.41,77.47,78.49,0.09,0.0,1807.7,18.09,4.22
6662,TR,202422,1077,59.63,62.68,64.36,0.17,0.0,1418.2,14.19,4.2
7526,MU,327821,1075,270.71,276.81,289.69,1.02,0.19,6438.0,64.42,4.2
7751,TR,25145,1450,58.69,63.33,68.58,5.49,0.28,1396.3,13.97,4.2
6676,SG,24482,1074,301.03,310.21,310.71,0.15,0.0,7261.0,72.66,4.14
6818,TW,31713,1076,302.86,342.86,344.68,0.99,0.0,7331.7,73.37,4.13
7722,TW,63900,1014,301.4,306.45,323.84,5.32,0.0,7301.4,73.06,4.13
6872,RU,43317,1077,115.79,116.07,116.31,0.27,0.0,2806.6,28.08,4.12
6918,SG,63949,1077,295.41,307.25,307.87,0.85,0.0,7258.1,72.63,4.07
7180,RU,208398,1074,114.17,114.5,114.72,0.15,0.0,2806.4,28.08,4.07
6878,BY,56740,1076,93.87,94.99,97.15,0.13,0.09,2341.5,23.43,4.01
7485,TW,204844,1077,294.01,298.52,310.02,4.54,0.0,7330.3,73.35,4.01
7560,JP,45679,1071,317.9,322.6,408.19,1.84,0.28,7937.3,79.43,4.0
6425,JP,2497,1080,326.72,330.89,337.15,5.41,0.0,8199.1,82.05,3.98
6538,RU,49673,1074,143.15,148.73,153.66,4.98,0.0,3606.4,36.09,3.97
7465,TR,3188,1075,59.83,62.8,64.46,0.12,0.19,1504.5,15.06,3.97
7731,LA,17804,1051,240.42,244.2,258.82,1.19,0.94,6055.5,60.6,3.97
7145,RO,41494,1080,69.72,70.87,71.89,0.12,0.0,1765.5,17.67,3.95
7564,JP,2523,1077,313.49,313.72,314.14,0.12,0.0,7939.8,79.45,3.95
7713,RO,211281,1003,69.53,70.64,72.7,0.17,3.74,1765.6,17.67,3.94
6453,RO,60149,1080,71.48,74.59,81.14,4.66,0.0,1818.9,18.2,3.93
7280,GR,211186,1077,74.95,77.85,78.11,0.06,0.0,1920.0,19.21,3.9
7653,NG,328585,1076,186.13,191.73,198.62,0.88,0.09,4763.3,47.67,3.9
7677,GR,199081,1074,73.86,74.06,74.26,0.14,0.0,1893.8,18.95,3.9
7400,VN,7552,1079,263.73,280.57,367.18,34.95,0.09,6860.9,68.66,3.84
7621,PH,141013,975,337.75,344.79,401.53,2.59,6.7,8786.0,87.92,3.84
6330,FI,203296,1077,114.28,118.43,120.06,0.17,0.0,2992.9,29.95,3.82
7262,AU,1221,1077,406.94,416.74,417.06,0.22,0.0,10643.6,106.51,3.82
7080,JP,31713,1074,312.94,317.0,322.17,0.19,0.0,8205.4,82.11,3.81
7234,RU,51724,1060,143.52,147.73,155.04,1.99,0.75,3778.1,37.81,3.8
7605,LK,38229,1078,186.21,190.46,190.95,0.21,0.09,4893.5,48.97,3.8
6324,LT,25406,1077,101.39,102.55,108.82,0.63,0.0,2687.4,26.89,3.77
7249,PL,41931,1074,93.35,93.61,93.8,0.19,0.0,2484.1,24.86,3.76
7689,JP,38649,1067,306.94,314.15,318.89,1.08,0.47,8189.9,81.96,3.75
7236,RO,44024,1077,75.86,80.31,81.24,0.34,0.0,2025.6,20.27,3.74
6370,JP,59105,1079,306.2,313.18,314.76,1.2,0.0,8199.6,82.05,3.73
7558,JP,59105,1024,295.13,299.74,300.93,0.48,3.99,7936.4,79.42,3.72
6942,LT,16125,1074,99.81,102.39,103.32,0.28,0.0,2687.3,26.89,3.71
7107,LT,15440,1080,92.66,95.0,95.21,0.12,0.0,2496.3,24.98,3.71
7563,JP,45679,1073,303.4,307.91,310.0,0.49,0.0,8184.6,81.9,3.7
7700,BG,60447,1077,70.51,73.6,91.95,18.32,0.0,1902.4,19.04,3.7
6455,JP,20473,1076,303.24,307.36,309.08,0.17,0.0,8207.4,82.13,3.69
7030,CN,23961,1050,251.25,253.59,295.74,3.4,0.85,6827.8,68.32,3.68
7524,TW,1659,974,266.63,268.99,271.85,0.9,5.44,7298.9,73.04,3.65
6366,BA,8670,1074,84.52,88.95,94.1,3.82,0.0,2327.0,23.29,3.63
7378,TR,213301,1077,51.41,54.4,55.54,0.16,0.0,1418.3,14.19,3.62
7433,JP,63806,1072,297.83,302.56,309.45,0.89,0.0,8214.5,82.2,3.62
6718,VN,24173,1074,247.84,248.19,254.5,0.29,0.0,6859.9,68.65,3.61
7557,JP,63771,1076,295.87,301.08,306.61,0.95,0.0,8197.9,82.04,3.61
7533,TW,1659,1077,265.88,269.83,270.79,1.16,0.0,7395.3,74.0,3.59
7039,JP,142616,1080,294.09,307.11,308.6,6.48,0.0,8208.0,82.14,3.58
7488,CN,138997,1074,244.92,245.2,256.87,0.14,0.0,6829.0,68.34,3.58
6974,JP,55569,1077,293.6,304.57,304.79,0.2,0.0,8210.1,82.16,3.57
6982,CN,16552,1077,243.58,247.8,258.75,0.21,0.0,6827.4,68.32,3.57
7408,IT,39120,1075,91.35,91.77,92.32,0.3,0.09,2560.2,25.62,3.57
7170,LT,15419,1077,88.86,90.0,94.1,1.1,0.0,2503.9,25.06,3.55
7783,TW,131630,579,258.62,258.95,290.13,0.37,0.0,7292.1,72.97,3.54
7547,AU,18390,1068,375.52,390.54,395.73,13.59,0.19,10639.7,106.47,3.53
7679,RU,44050,1070,98.96,108.41,109.65,0.42,0.09,2803.4,28.05,3.53
7492,TW,38254,1074,257.78,270.4,271.26,8.88,0.0,7330.3,73.35,3.51
7623,NG,36940,1073,185.05,185.31,185.45,0.12,0.37,5273.4,52.77,3.51
6897,BG,8866,1077,66.66,70.82,72.4,0.17,0.0,1904.3,19.06,3.5
7431,PL,204841,1074,86.43,87.18,87.9,0.39,0.28,2469.5,24.71,3.5
7110,IT,21034,1080,92.19,92.95,93.48,0.17,0.0,2639.8,26.42,3.49
7753,ZA,209179,1077,248.77,254.81,255.09,0.11,0.0,7131.6,71.37,3.49
7587,ZA,2018,1077,246.59,248.22,249.31,1.52,0.0,7087.6,70.93,3.48
7483,TW,9923,1068,254.49,255.45,289.77,2.2,0.37,7332.2,73.37,3.47
7486,TW,18041,1074,254.43,255.57,289.47,0.33,0.0,7332.1,73.37,3.47
7663,JP,141682,1080,285.28,291.8,299.39,5.86,0.0,8205.6,82.11,3.47
7404,ZA,32437,1077,258.54,265.87,266.73,0.24,0.0,7458.9,74.64,3.46
7495,TW,131630,1055,253.99,255.16,291.01,0.41,0.0,7332.2,73.37,3.46
6995,TW,16552,1077,253.1,259.59,297.16,4.7,0.0,7331.6,73.37,3.45
7295,IT,34428,1077,93.57,97.8,98.63,0.43,0.0,2722.6,27.25,3.43
6631,JP,202422,1078,280.96,285.08,286.63,0.12,0.09,8209.4,82.15,3.42
7244,MK,34547,1074,70.12,73.05,73.37,0.11,0.0,2047.7,20.49,3.42
7245,BG,51430,1073,65.1,66.24,67.6,0.13,0.09,1903.9,19.05,3.42
7642,JP,49544,1076,281.29,284.13,284.95,0.17,0.09,8211.3,82.17,3.42
7455,PW,17893,1080,326.79,327.92,354.04,0.15,0.0,9572.1,95.79,3.41
7479,CN,31713,1080,233.26,295.44,309.77,0.41,0.0,6828.3,68.33,3.41
7776,ZA,37474,1078,241.53,251.21,253.35,9.39,0.09,7142.8,71.48,3.38
6883,RU,49505,1080,94.75,98.92,100.57,0.11,0.0,2806.5,28.08,3.37
7538,BG,42295,1076,64.44,67.46,67.93,0.16,0.19,1908.3,19.1,3.37
6569,ZA,42473,1071,239.54,274.4,275.93,32.29,0.28,7131.3,71.36,3.36
7782,ZA,37668,657,250.91,251.3,252.25,0.57,0.0,7465.9,74.71,3.36
7292,HK,32167,1077,229.27,232.94,235.93,1.44,0.0,6834.6,68.39,3.35
6935,ZA,35487,1074,238.21,239.28,241.39,0.13,0.0,7131.5,71.36,3.34
7447,PL,215467,1077,84.31,84.58,84.79,0.2,0.0,2535.0,25.37,3.32
7633,PH,147178,1038,291.68,301.47,347.71,2.39,1.24,8790.7,87.97,3.32
6580,JP,63834,1073,272.25,274.14,277.75,1.42,0.37,8209.8,82.15,3.31
6800,PL,16276,1077,83.96,88.2,89.1,0.14,0.0,2542.3,25.44,3.3
6779,ZA,31713,1074,234.74,240.59,264.35,23.75,0.0,7131.3,71.36,3.29
7032,PH,31713,1077,260.55,262.73,308.3,0.15,0.0,7904.9,79.1,3.29
6907,TW,131657,1063,241.04,242.34,242.77,0.22,0.84,7333.2,73.38,3.28
7662,US,141682,1080,330.06,336.85,341.96,4.01,0.0,10057.4,100.64,3.28
7007,MY,31713,1077,227.23,229.55,230.05,0.14,0.0,6940.8,69.46,3.27
7222,ZA,37468,1078,233.52,234.59,240.64,3.86,0.0,7131.6,71.37,3.27
6351,LV,24921,1077,89.29,93.51,94.8,0.24,0.0,2736.5,27.38,3.26
6923,US,140627,1080,327.66,332.83,333.92,0.19,0.0,10057.2,100.64,3.26
7640,MY,45839,1071,226.28,229.11,230.11,0.21,0.0,6940.5,69.45,3.26
7063,ZA,37153,1077,231.48,238.32,239.29,1.59,0.0,7110.4,71.15,3.25
6669,PL,202422,1077,81.73,86.06,87.31,0.26,0.0,2533.1,25.35,3.22
7318,PL,20555,1080,81.75,88.25,89.24,0.24,0.0,2537.9,25.4,3.22
6496,IT,59715,1080,85.76,86.52,88.23,0.21,0.0,2670.9,26.73,3.21
7552,FI,201172,1077,105.36,109.56,110.44,0.16,0.0,3277.0,32.79,3.21
7565,MY,140344,1067,223.32,227.48,229.1,0.17,0.09,6954.2,69.59,3.21
7576,MY,55720,1077,223.35,231.07,234.09,7.47,0.0,6952.7,69.58,3.21
6438,RS,51859,1080,70.3,74.44,76.61,0.15,0.0,2196.0,21.97,3.2
6993,ZA,16552,1080,228.62,234.59,245.75,10.35,0.0,7131.6,71.37,3.2
7727,PL,203662,1077,89.7,93.86,94.47,0.24,0.0,2799.8,28.02,3.2
7186,SG,208398,1080,231.6,234.61,250.63,0.94,0.0,7250.4,72.55,3.19
6722,EE,51349,1073,93.18,97.34,99.02,0.18,0.0,2930.4,29.32,3.18
6762,IT,41327,1077,86.2,89.06,91.17,0.14,0.0,2711.0,27.13,3.18
7610,EE,8240,1073,93.12,97.99,98.82,0.43,0.09,2929.9,29.32,3.18
6723,MN,45204,1074,165.21,169.45,175.29,1.76,0.0,5200.7,52.04,3.17
6624,RU,58067,1077,176.47,181.0,183.52,2.15,0.0,5583.9,55.88,3.16
